Accounting,MultiServiceSiteObject,5620_SAM_MSS,svq.AggregationScheduler,siteId,1
Accounting,MultiServiceSiteObject,5620_SAM_MSS,svq.CustMultiSvcSiteIngSchedPlcyPortStatsLogRecord,monitoredObjectSiteId,0
Accounting,MultiServiceSiteObject,5620_SAM_MSS,svq.CustMultiSvcSiteEgrSchedPlcyPortStatsLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_OAM_Test,ethernetoam.CfmTwoWayDelayTestResult,fromNodeId,0
Performance,RouterObject,5620_SAM_OAM_Test,ethernetoam.Mep,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,sasqos.AccessIngress,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,sasqos.Meter,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,sasqos.AccessIngressForwardingClass,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,sasqos.PortAccessEgress,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,sasqos.PortAccessEgressForwardingClass,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,aengr.ForwardingClass,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,sasqos.PortAccessEgressQueue,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,aengr.Policy,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,aengr.Queue,siteId,1
Accounting,ServiceObject,5620_SAM_AingrAengrQueue,aingr.Policy,siteId,1
Performance,RouterObject,5620_SAM_OAM_Test,vll.L2AccessInterface,nodeId,1
Performance,RouterObject,5620_SAM_OAM_Test,vprn.L3AccessInterface,nodeId,1
Performance,RouterObject,5620_SAM_OAM_Test,ies.L3AccessInterface,nodeId,1
Performance,RouterObject,5620_SAM_OAM_Test,vpls.L2AccessInterface,nodeId,1
Performance,RouterObject,5620_SAM_OAM_Test,mirror.L2AccessInterface,nodeId,1
Performance,RouterObject,5620_SAM_OAM_Test,ipipe.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmEthTest,vll.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmEthTest,vprn.L3AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmEthTest,ies.L3AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmEthTest,vpls.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmEthTest,mirror.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmEthTest,ipipe.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmSingleEndedLoss,vll.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmSingleEndedLoss,vprn.L3AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmSingleEndedLoss,ies.L3AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmSingleEndedLoss,vpls.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmSingleEndedLoss,mirror.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmSingleEndedLoss,ipipe.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,vll.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,vprn.L3AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,ies.L3AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,vpls.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,mirror.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,ipipe.L2AccessInterface,nodeId,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,epipe.Epipe,none,1
Performance,CFMObject,5620_SAM_CfmOneWayDelay,vpls.Vpls,none,1
Performance,MicrowaveObject,5620_SAM_IMALink,mpr.IMALink,siteId,1
Performance,RouterObject,5620_SAM_DS1_E1,tdmequipment.DS1E1PortSpecifics,siteId,1
Performance,RouterObject,5620_SAM_PhysicalPort,ethernetequipment.AggrMaintRxStatsLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_PhysicalPort,ethernetequipment.AggrMaintTxStatsLogRecord,monitoredObjectSiteId,0
Performance,MicrowaveObject,5620_SAM_IMALink,mpr.IMALinkCurrentStatsLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_PhysicalPort,radioequipment.PdhFrameHopHistoryDataStats15MinLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_PhysicalPort,radioequipment.PdhFrameLinkHistoryDataStats15MinLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_PhysicalPort,radioequipment.RadioAnalogueMeasureLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_DS1_E1,tdmequipment.DS1HistoryStats15minInLogRecord,monitoredObjectSiteId,0
Performance,RouterObject,5620_SAM_DS1_E1,tdmequipment.DS1HistoryStats15minOutLogRecord,monitoredObjectSiteId,0
